Country,year,month,value
Georgia,2013,April,4234
Georgia,2013,May,4281
Georgia,2013,June,4656
Georgia,2013,July,5480
Georgia,2013,August,5525
Georgia,2013,September,5146
Georgia,2013,October,5325
Georgia,2013,November,4929
Georgia,2013,December,4788
Germany,2015,January,59490
Germany,2015,February,53348
Germany,2015,March,58475
Germany,2015,April,56664
Germany,2015,May,60955
Germany,2015,June,63457
Germany,2015,July,68229
Germany,2015,August,67661
Germany,2015,September,67578
Germany,2015,October,63796
Germany,2015,November,58412
Germany,2015,December,59510
Germany,2014,January,57517
Germany,2014,February,53344
Germany,2014,March,56320
Germany,2014,April,56059
Germany,2014,May,59203
Germany,2014,June,60546
Germany,2014,July,66960
Germany,2014,August,64458
Germany,2014,September,64991
Germany,2014,October,61596
Germany,2014,November,56136
Germany,2014,December,57797
Germany,2013,January,55919
Germany,2013,February,49786
Germany,2013,March,54222
Germany,2013,April,53637
Germany,2013,May,56768
Germany,2013,June,57069
Germany,2013,July,64208
Germany,2013,August,62440
Germany,2013,September,62725
Germany,2013,October,58125
Germany,2013,November,52985
Germany,2013,December,54185
Greece,2015,January,6627
Greece,2015,February,6615
Greece,2015,March,7368
Greece,2015,April,7128
Greece,2015,May,6971
Greece,2015,June,7433
Greece,2015,July,8662
Greece,2015,August,8075
Greece,2015,September,8363
Greece,2014,January,7413
Greece,2014,February,6529
Greece,2014,March,7261
Greece,2014,April,7069
Greece,2014,May,7469
Greece,2014,June,7491
Greece,2014,July,8747
Greece,2014,August,7944
Greece,2014,September,8590
Greece,2014,October,8426
Greece,2014,November,7773
Greece,2014,December,7437
Greece,2013,January,8186
Greece,2013,February,6830
Greece,2013,March,7274
Greece,2013,April,7080
Greece,2013,May,7159
Greece,2013,June,7748
Greece,2013,July,8499
Greece,2013,August,8243
Greece,2013,September,8784
Greece,2013,October,8902
Greece,2013,November,7957
Greece,2013,December,7472
Greenland,2015,January,73
Greenland,2015,February,59
Greenland,2015,March,61
Greenland,2015,April,57
Greenland,2015,May,96
Greenland,2015,June,63
Greenland,2015,July,79
Greenland,2015,August,85
Greenland,2015,September,80
Greenland,2015,October,68
Greenland,2015,November,67
Greenland,2015,December,66
Greenland,2014,January,62
Greenland,2014,February,62
Greenland,2014,March,69
Greenland,2014,April,76
Greenland,2014,May,66
Greenland,2014,June,66
Greenland,2014,July,65
Greenland,2014,August,60
Greenland,2014,September,87
Greenland,2014,October,64
Greenland,2014,November,74
Greenland,2014,December,54
Greenland,2013,January,66
Greenland,2013,February,76
Greenland,2013,March,80
Greenland,2013,April,67
Greenland,2013,May,67
Greenland,2013,June,79
Greenland,2013,July,68
Greenland,2013,August,57
Greenland,2013,September,66
Greenland,2013,October,62
Greenland,2013,November,59
Greenland,2013,December,73
Guam,2015,January,290
Guam,2015,February,266
Guam,2015,March,266
Guam,2015,April,260
Guam,2015,May,293
Guam,2015,June,247
Guam,2015,July,256
Guam,2015,August,308
Guam,2015,September,325
Guam,2015,October,282
Guam,2015,November,280
Guam,2015,December,294
Guam,2014,January,297
Guam,2014,February,262
Guam,2014,March,258
Guam,2014,April,253
Guam,2014,May,274
Guam,2014,June,267
Guam,2014,July,274
Guam,2014,August,306
Guam,2014,September,331
Guam,2014,October,258
Guam,2014,November,294
Guam,2014,December,322
Guam,2013,January,301
Guam,2013,February,217
Guam,2013,March,255
Guam,2013,April,271
Guam,2013,May,273
Guam,2013,June,249
Guam,2013,July,259
Guam,2013,August,296
Guam,2013,September,309
Guam,2013,October,306
Guam,2013,November,326
Guam,2013,December,267
Hungary,2015,January,7955
Hungary,2015,February,6655
Hungary,2015,March,7300
Hungary,2015,April,7132
Hungary,2015,May,7274
Hungary,2015,June,7563
Hungary,2015,July,8017
Hungary,2015,August,7735
Hungary,2015,September,8200
Hungary,2015,October,7695
Hungary,2015,November,7174
Hungary,2015,December,7815
Hungary,2014,January,7827
Hungary,2014,February,6744
Hungary,2014,March,7389
Hungary,2014,April,7219
Hungary,2014,May,7428
Hungary,2014,June,7899
Hungary,2014,July,8757
Hungary,2014,August,8144
Hungary,2014,September,8403
Hungary,2014,October,8071
Hungary,2014,November,7560
Hungary,2014,December,7840
Hungary,2013,January,7645
Hungary,2013,February,6754
Hungary,2013,March,7123
Hungary,2013,April,6580
Hungary,2013,May,7152
Hungary,2013,June,7433
Hungary,2013,July,8383
Hungary,2013,August,7919
Hungary,2013,September,8149
Hungary,2013,October,7909
Hungary,2013,November,7178
Hungary,2013,December,7299
Iceland,2014,January,354
Iceland,2014,February,334
Iceland,2014,March,379
Iceland,2014,April,323
Iceland,2014,May,359
Iceland,2014,June,357
Iceland,2014,July,435
Iceland,2014,August,390
Iceland,2014,September,372
Iceland,2014,October,399
Iceland,2014,November,350
Iceland,2014,December,323
Iceland,2013,January,370
Iceland,2013,February,335
Iceland,2013,March,334
Iceland,2013,April,354
Iceland,2013,May,355
Iceland,2013,June,390
Iceland,2013,July,360
Iceland,2013,August,402
Iceland,2013,September,369
Iceland,2013,October,383
Iceland,2013,November,345
Iceland,2013,December,329
Ireland,2014,January,5647
Ireland,2014,February,5108
Ireland,2014,March,5507
Ireland,2014,April,5360
Ireland,2014,May,5714
Ireland,2014,June,5503
Ireland,2014,July,5766
Ireland,2014,August,5791
Ireland,2014,September,5975
Ireland,2014,October,5979
Ireland,2014,November,5346
Ireland,2014,December,5589
Ireland,2013,January,5814
Ireland,2013,February,5153
Ireland,2013,March,5681
Ireland,2013,April,5551
Ireland,2013,May,5864
Ireland,2013,June,5318
Ireland,2013,July,6159
Ireland,2013,August,6003
Ireland,2013,September,6010
Ireland,2013,October,6127
Ireland,2013,November,5523
Ireland,2013,December,5746
Israel,2015,January,14968
Israel,2015,February,13543
Israel,2015,March,14391
Israel,2015,April,13622
Israel,2015,May,14070
Israel,2015,June,14085
Israel,2015,July,15641
Israel,2015,August,16163
Israel,2015,September,15603
Israel,2015,October,15909
Israel,2015,November,15099
Israel,2015,December,15629
Israel,2014,January,14818
Israel,2014,February,13119
Israel,2014,March,14511
Israel,2014,April,13701
Israel,2014,May,13747
Israel,2014,June,14000
Israel,2014,July,15505
Israel,2014,August,15792
Israel,2014,September,15479
Israel,2014,October,15928
Israel,2014,November,14757
Israel,2014,December,15070
Israel,2013,January,14592
Israel,2013,February,12735
Israel,2013,March,14088
Israel,2013,April,12976
Israel,2013,May,13363
Israel,2013,June,13475
Israel,2013,July,14767
Israel,2013,August,15228
Israel,2013,September,15014
Israel,2013,October,15593
Israel,2013,November,14614
Israel,2013,December,14999
Italy,2013,January,44475
Italy,2013,February,38083
Italy,2013,March,39985
Italy,2013,April,37241
Italy,2013,May,41868
Italy,2013,June,40965
Italy,2013,July,46695
Italy,2013,August,45028
Italy,2013,September,46925
Italy,2013,October,45801
Italy,2013,November,42711
Italy,2013,December,44531
Japan,2015,January,84740
Japan,2015,February,75989
Japan,2015,March,81942
Japan,2015,April,83408
Japan,2015,May,83827
Japan,2015,June,83200
Japan,2015,July,88612
Japan,2015,August,86344
Japan,2015,September,86832
Japan,2015,October,85825
Japan,2015,November,80659
Japan,2015,December,84299
Japan,2014,January,83572
Japan,2014,February,73897
Japan,2014,March,79340
Japan,2014,April,78834
Japan,2014,May,83310
Japan,2014,June,81401
Japan,2014,July,89516
Japan,2014,August,87732
Japan,2014,September,90309
Japan,2014,October,88592
Japan,2014,November,80993
Japan,2014,December,86043
Japan,2013,January,85853
Japan,2013,February,77066
Japan,2013,March,82997
Japan,2013,April,81856
Japan,2013,May,85297
Japan,2013,June,82397
Japan,2013,July,91467
Japan,2013,August,92118
Japan,2013,September,90618
Japan,2013,October,90667
Japan,2013,November,83126
Japan,2013,December,86354
Kazakhstan,2013,January,31147
Kazakhstan,2013,February,28047
Kazakhstan,2013,March,31402
Kazakhstan,2013,April,30259
Kazakhstan,2013,May,32025
Kazakhstan,2013,June,33133
Kazakhstan,2013,July,35956
Kazakhstan,2013,August,35245
Kazakhstan,2013,September,34259
Kazakhstan,2013,October,33061
Kazakhstan,2013,November,30163
Kazakhstan,2013,December,31043
Kuwait,2014,January,5481
Kuwait,2014,February,4743
Kuwait,2014,March,5261
Kuwait,2014,April,4662
Kuwait,2014,May,5077
Kuwait,2014,June,4842
Kuwait,2014,July,4591
Kuwait,2014,August,5286
Kuwait,2014,September,5478
Kuwait,2014,October,5353
Kuwait,2014,November,5366
Kuwait,2014,December,5173
Kuwait,2013,January,5155
Kuwait,2013,February,4437
Kuwait,2013,March,4916
Kuwait,2013,April,4581
Kuwait,2013,May,4959
Kuwait,2013,June,4744
Kuwait,2013,July,5011
Kuwait,2013,August,5162
Kuwait,2013,September,5434
Kuwait,2013,October,5405
Kuwait,2013,November,5128
Kuwait,2013,December,4494
Kyrgyzstan,2015,January,13024
Kyrgyzstan,2015,February,11899
Kyrgyzstan,2015,March,12835
Kyrgyzstan,2015,April,12630
Kyrgyzstan,2015,May,13800
Kyrgyzstan,2015,June,14029
Kyrgyzstan,2015,July,14988
Kyrgyzstan,2015,August,15678
Kyrgyzstan,2015,September,15035
Kyrgyzstan,2015,October,14359
Kyrgyzstan,2015,November,12524
Kyrgyzstan,2015,December,12651
Kyrgyzstan,2014,January,12911
Kyrgyzstan,2014,February,11516
Kyrgyzstan,2014,March,12944
Kyrgyzstan,2014,April,12773
Kyrgyzstan,2014,May,13396
Kyrgyzstan,2014,June,13979
Kyrgyzstan,2014,July,14825
Kyrgyzstan,2014,August,15484
Kyrgyzstan,2014,September,15012
Kyrgyzstan,2014,October,13888
Kyrgyzstan,2014,November,12364
Kyrgyzstan,2014,December,12721
Kyrgyzstan,2013,January,12117
Kyrgyzstan,2013,February,11113
Kyrgyzstan,2013,March,12596
Kyrgyzstan,2013,April,12206
Kyrgyzstan,2013,May,12954
Kyrgyzstan,2013,June,13529
Kyrgyzstan,2013,July,14140
Kyrgyzstan,2013,August,15212
Kyrgyzstan,2013,September,14309
Kyrgyzstan,2013,October,13472
Kyrgyzstan,2013,November,12040
Kyrgyzstan,2013,December,11832
Latvia,2015,January,1761
Latvia,2015,February,1612
Latvia,2015,March,1853
Latvia,2015,April,1779
Latvia,2015,May,1608
Latvia,2015,June,1898
Latvia,2015,July,2114
Latvia,2015,August,1891
Latvia,2015,September,1874
Latvia,2015,November,1691
Latvia,2015,December,1755
Latvia,2014,January,1744
Latvia,2014,February,1557
Latvia,2014,March,1770
Latvia,2014,April,1769
Latvia,2014,May,1931
Latvia,2014,June,1887
Latvia,2014,July,2027
Latvia,2014,August,1945
Latvia,2014,September,1927
Latvia,2014,October,1764
Latvia,2014,November,1669
Latvia,2014,December,1756
Latvia,2013,January,1730
Latvia,2013,February,1450
Latvia,2013,March,1530
Latvia,2013,April,1820
Latvia,2013,May,1680
Latvia,2013,June,1600
Latvia,2013,July,1970
Latvia,2013,August,1860
Latvia,2013,September,1740
Latvia,2013,November,1540
Latvia,2013,December,1540
Liechtenstein,2014,January,29
Liechtenstein,2014,February,26
Liechtenstein,2014,March,35
Liechtenstein,2014,April,34
Liechtenstein,2014,May,35
Liechtenstein,2014,June,22
Liechtenstein,2014,July,39
Liechtenstein,2014,August,32
Liechtenstein,2014,September,25
Liechtenstein,2014,October,32
Liechtenstein,2014,November,36
Liechtenstein,2014,December,27
Liechtenstein,2013,January,25
Liechtenstein,2013,February,24
Liechtenstein,2013,March,32
Liechtenstein,2013,April,26
Liechtenstein,2013,May,32
Liechtenstein,2013,June,27
Liechtenstein,2013,July,30
Liechtenstein,2013,August,30
Liechtenstein,2013,September,28
Liechtenstein,2013,October,27
Liechtenstein,2013,November,29
Liechtenstein,2013,December,29
Lithuania,2015,January,2428
Lithuania,2015,February,2122
Lithuania,2015,March,2483
Lithuania,2015,April,2623
Lithuania,2015,May,2470
Lithuania,2015,June,3020
Lithuania,2015,July,3289
Lithuania,2015,August,3018
Lithuania,2015,September,2940
Lithuania,2015,October,2621
Lithuania,2015,November,2348
Lithuania,2015,December,2606
Lithuania,2014,January,2386
Lithuania,2014,February,2045
Lithuania,2014,March,2221
Lithuania,2014,April,2602
Lithuania,2014,May,2668
Lithuania,2014,June,2670
Lithuania,2014,July,3370
Lithuania,2014,August,2879
Lithuania,2014,September,2939
Lithuania,2014,October,2702
Lithuania,2014,November,2285
Lithuania,2014,December,2509
Lithuania,2013,January,2471
Lithuania,2013,February,2198
Lithuania,2013,March,2531
Lithuania,2013,April,2400
Lithuania,2013,May,2588
Lithuania,2013,June,2504
Lithuania,2013,July,2843
Lithuania,2013,August,2811
Lithuania,2013,September,2498
Lithuania,2013,October,2455
Lithuania,2013,November,2275
Lithuania,2013,December,2311
Luxembourg,2013,January,547
Luxembourg,2013,February,463
Luxembourg,2013,March,521
Luxembourg,2013,April,488
Luxembourg,2013,May,515
Luxembourg,2013,June,454
Luxembourg,2013,July,581
Luxembourg,2013,August,529
Luxembourg,2013,September,507
Luxembourg,2013,October,514
Luxembourg,2013,November,516
Luxembourg,2013,December,480
Malaysia,2015,January,43765
Malaysia,2015,February,37805
Malaysia,2015,March,41000
Malaysia,2015,April,42100
Malaysia,2015,May,45679
Malaysia,2015,June,44321
Malaysia,2015,July,44462
Malaysia,2015,August,43810
Malaysia,2015,September,44694
Malaysia,2015,October,45498
Malaysia,2015,November,44305
Malaysia,2015,December,43697
Malaysia,2014,January,41441
Malaysia,2014,February,39279
Malaysia,2014,March,43520
Malaysia,2014,April,42136
Malaysia,2014,May,47591
Malaysia,2014,June,43826
Malaysia,2014,July,44972
Malaysia,2014,August,44493
Malaysia,2014,September,45281
Malaysia,2014,October,47292
Malaysia,2014,November,44633
Malaysia,2014,December,44148
Malaysia,2013,January,43444
Malaysia,2013,February,38560
Malaysia,2013,March,42977
Malaysia,2013,April,39189
Malaysia,2013,May,45466
Malaysia,2013,June,42334
Malaysia,2013,July,37535
Malaysia,2013,August,43264
Malaysia,2013,September,43019
Malaysia,2013,October,44355
Malaysia,2013,November,42319
Malaysia,2013,December,41452
Maldives,2014,January,585
Maldives,2014,February,570
Maldives,2014,March,649
Maldives,2014,April,577
Maldives,2014,May,675
Maldives,2014,June,629
Maldives,2014,July,619
Maldives,2014,August,569
Maldives,2014,September,593
Maldives,2014,October,618
Maldives,2014,November,565
Maldives,2014,December,596
Maldives,2013,January,599
Maldives,2013,February,542
Maldives,2013,March,597
Maldives,2013,April,519
Maldives,2013,May,601
Maldives,2013,June,558
Maldives,2013,July,655
Maldives,2013,August,570
Maldives,2013,September,655
Maldives,2013,October,643
Maldives,2013,November,625
Maldives,2013,December,589
Malta,2014,January,321
Malta,2014,February,306
Malta,2014,March,385
Malta,2014,April,302
Malta,2014,May,349
Malta,2014,June,305
Malta,2014,July,361
Malta,2014,August,366
Malta,2014,September,387
Malta,2014,October,379
Malta,2014,November,354
Malta,2014,December,376
Malta,2013,January,338
Malta,2013,February,296
Malta,2013,March,329
Malta,2013,April,296
Malta,2013,May,312
Malta,2013,June,322
Malta,2013,July,327
Malta,2013,August,341
Malta,2013,September,363
Malta,2013,October,377
Malta,2013,November,360
Malta,2013,December,371
Mauritius,2015,January,1026
Mauritius,2015,February,996
Mauritius,2015,March,1166
Mauritius,2015,April,1123
Mauritius,2015,May,1205
Mauritius,2015,June,1053
Mauritius,2015,July,1109
Mauritius,2015,August,968
Mauritius,2015,September,982
Mauritius,2015,October,946
Mauritius,2015,November,942
Mauritius,2015,December,1124
Mauritius,2014,January,1172
Mauritius,2014,February,1068
Mauritius,2014,March,1206
Mauritius,2014,April,1163
Mauritius,2014,May,1240
Mauritius,2014,June,1111
Mauritius,2014,July,1155
Mauritius,2014,August,1101
Mauritius,2014,September,1100
Mauritius,2014,October,998
Mauritius,2014,November,971
Mauritius,2014,December,998
Mauritius,2013,January,1229
Mauritius,2013,January,1064
Mauritius,2013,February,992
Mauritius,2013,February,1062
Mauritius,2013,March,1151
Mauritius,2013,March,1205
Mauritius,2013,April,1211
Mauritius,2013,April,1161
Mauritius,2013,May,1245
Mauritius,2013,May,1217
Mauritius,2013,June,1121
Mauritius,2013,June,1226
Mauritius,2013,July,1370
Mauritius,2013,July,1257
Mauritius,2013,August,1169
Mauritius,2013,August,1173
Mauritius,2013,September,1100
Mauritius,2013,September,1097
Mauritius,2013,October,1164
Mauritius,2013,October,1029
Mauritius,2013,November,978
Mauritius,2013,November,975
Mauritius,2013,December,958
Mauritius,2013,December,1022
Mexico,2013,January,183719
Mexico,2013,February,161496
Mexico,2013,March,175812
Mexico,2013,April,171947
Mexico,2013,May,175413
Mexico,2013,June,170614
Mexico,2013,July,184297
Mexico,2013,August,194514
Mexico,2013,September,198965
Mexico,2013,October,193716
Mexico,2013,November,177601
Mexico,2013,December,180809
Mongolia,2015,January,6721
Mongolia,2015,February,6077
Mongolia,2015,March,6976
Mongolia,2015,April,6787
Mongolia,2015,May,6932
Mongolia,2015,June,6759
Mongolia,2015,July,7106
Mongolia,2015,August,6839
Mongolia,2015,September,6652
Mongolia,2015,October,6513
Mongolia,2015,November,6775
Mongolia,2015,December,6738
Mongolia,2014,January,6487
Mongolia,2014,February,6485
Mongolia,2014,March,6953
Mongolia,2014,April,6744
Mongolia,2014,May,6931
Mongolia,2014,June,6817
Mongolia,2014,July,7170
Mongolia,2014,August,6999
Mongolia,2014,September,7088
Mongolia,2014,October,7090
Mongolia,2014,November,6449
Mongolia,2014,December,6502
Mongolia,2013,January,6564
Mongolia,2013,February,5888
Mongolia,2013,March,6500
Mongolia,2013,April,6733
Mongolia,2013,May,6680
Mongolia,2013,June,6572
Mongolia,2013,July,7106
Mongolia,2013,August,6966
Mongolia,2013,September,6981
Mongolia,2013,October,6628
Mongolia,2013,November,6827
Mongolia,2013,December,6335
Montenegro,2014,January,638
Montenegro,2014,February,567
Montenegro,2014,March,618
Montenegro,2014,April,532
Montenegro,2014,May,594
Montenegro,2014,June,636
Montenegro,2014,July,657
Montenegro,2014,August,702
Montenegro,2014,September,654
Montenegro,2014,October,664
Montenegro,2014,November,669
Montenegro,2014,December,598
Montenegro,2013,January,608
Montenegro,2013,February,536
Montenegro,2013,March,597
Montenegro,2013,April,571
Montenegro,2013,May,539
Montenegro,2013,June,649
Montenegro,2013,July,680
Montenegro,2013,August,701
Montenegro,2013,September,651
Montenegro,2013,October,672
Montenegro,2013,November,632
Montenegro,2013,December,639
Montserrat,2014,January,7
Montserrat,2014,February,5
Montserrat,2014,March,5
Montserrat,2014,April,4
Montserrat,2014,May,4
Montserrat,2014,June,2
Montserrat,2014,July,3
Montserrat,2014,August,7
Montserrat,2014,September,6
Montserrat,2014,October,3
Montserrat,2014,November,1
Montserrat,2014,December,3
Montserrat,2013,January,2
Montserrat,2013,February,4
Montserrat,2013,March,5
Montserrat,2013,April,2
Montserrat,2013,May,6
Montserrat,2013,June,4
Montserrat,2013,July,2
Montserrat,2013,August,1
Montserrat,2013,September,1
Montserrat,2013,October,7
Montserrat,2013,November,2
Montserrat,2013,December,5
Netherlands,2014,January,14366
Netherlands,2014,February,13267
Netherlands,2014,March,14409
Netherlands,2014,April,14031
Netherlands,2014,May,14584
Netherlands,2014,June,14626
Netherlands,2014,July,15669
Netherlands,2014,August,15460
Netherlands,2014,September,15552
Netherlands,2014,October,15220
Netherlands,2014,November,13907
Netherlands,2014,December,14090
Netherlands,2013,January,14534
Netherlands,2013,February,12746
Netherlands,2013,March,14074
Netherlands,2013,April,13699
Netherlands,2013,May,14184
Netherlands,2013,June,14110
Netherlands,2013,July,15820
Netherlands,2013,August,15362
Netherlands,2013,September,14993
Netherlands,2013,October,14437
Netherlands,2013,November,13694
Netherlands,2013,December,13688
New Zealand,2015,January,5019
New Zealand,2015,February,4772
New Zealand,2015,March,5554
New Zealand,2015,April,6344
New Zealand,2015,May,4765
New Zealand,2015,June,5482
New Zealand,2015,July,4699
New Zealand,2015,August,5118
New Zealand,2015,September,5087
New Zealand,2015,October,4633
New Zealand,2015,November,5150
New Zealand,2015,December,4415
New Zealand,2014,January,4883
New Zealand,2014,February,4476
New Zealand,2014,March,4884
New Zealand,2014,April,4805
New Zealand,2014,May,4907
New Zealand,2014,June,4829
New Zealand,2014,July,4877
New Zealand,2014,August,4807
New Zealand,2014,September,4771
New Zealand,2014,October,4892
New Zealand,2014,November,4469
New Zealand,2014,December,4642
New Zealand,2013,January,5113
New Zealand,2013,February,4739
New Zealand,2013,March,4947
New Zealand,2013,April,4789
New Zealand,2013,May,4784
New Zealand,2013,June,4599
New Zealand,2013,July,4904
New Zealand,2013,August,4937
New Zealand,2013,September,4923
New Zealand,2013,October,4999
New Zealand,2013,November,4887
New Zealand,2013,December,5096
Norway,2014,January,4866
Norway,2014,February,4622
Norway,2014,March,4861
Norway,2014,April,5116
Norway,2014,May,5370
Norway,2014,June,5242
Norway,2014,July,5479
Norway,2014,August,5185
Norway,2014,September,4905
Norway,2014,October,4730
Norway,2014,November,4308
Norway,2014,December,4292
Norway,2013,January,4722
Norway,2013,February,4502
Norway,2013,March,4926
Norway,2013,April,5022
Norway,2013,May,5461
Norway,2013,June,5166
Norway,2013,July,5662
Norway,2013,August,5232
Norway,2013,September,4813
Norway,2013,October,4732
Norway,2013,November,4393
Norway,2013,December,4247
Panama,2014,January,6127
Panama,2014,February,5654
Panama,2014,March,5848
Panama,2014,April,5912
Panama,2014,May,6262
Panama,2014,June,5884
Panama,2014,July,6328
Panama,2014,August,6319
Panama,2014,September,6718
Panama,2014,October,6791
Panama,2014,November,6725
Panama,2014,December,6615
Panama,2013,January,6472
Panama,2013,February,5412
Panama,2013,March,5584
Panama,2013,April,5530
Panama,2013,May,6062
Panama,2013,June,5996
Panama,2013,July,6203
Panama,2013,August,6551
Panama,2013,September,6569
Panama,2013,October,6595
Panama,2013,November,6585
Panama,2013,December,6245
Philippines,2015,January,149993
Philippines,2015,February,114965
Philippines,2015,March,125275
Philippines,2015,April,133241
Philippines,2015,May,143648
Philippines,2015,June,140646
Philippines,2015,July,145873
Philippines,2015,August,146929
Philippines,2015,September,164006
Philippines,2015,October,167469
Philippines,2015,November,157051
Philippines,2015,December,155671
Philippines,2014,January,141824
Philippines,2014,February,120162
Philippines,2014,March,134140
Philippines,2014,April,138897
Philippines,2014,May,147023
Philippines,2014,June,136311
Philippines,2014,July,146316
Philippines,2014,August,148366
Philippines,2014,September,159340
Philippines,2014,October,164231
Philippines,2014,November,159507
Philippines,2014,December,152740
Philippines,2013,January,172270
Philippines,2013,February,143211
Philippines,2013,March,133015
Philippines,2013,April,143485
Philippines,2013,May,141994
Philippines,2013,June,128519
Philippines,2013,July,146951
Philippines,2013,August,133524
Philippines,2013,September,154190
Philippines,2013,October,162966
Philippines,2013,November,155091
Philippines,2013,December,146386
Poland,2014,January,32146
Poland,2014,February,28057
Poland,2014,March,30141
Poland,2014,April,30864
Poland,2014,May,31223
Poland,2014,June,32107
Poland,2014,July,35702
Poland,2014,August,32242
Poland,2014,September,33962
Poland,2014,October,30977
Poland,2014,November,28322
Poland,2014,December,29417
Poland,2013,January,32190
Poland,2013,February,27355
Poland,2013,March,30876
Poland,2013,April,29707
Poland,2013,May,31039
Poland,2013,June,31335
Poland,2013,July,34379
Poland,2013,August,32779
Poland,2013,September,32432
Poland,2013,October,30129
Poland,2013,November,27904
Poland,2013,December,29451
Portugal,2015,January,6955
Portugal,2015,February,6024
Portugal,2015,March,6831
Portugal,2015,April,6664
Portugal,2015,May,7168
Portugal,2015,June,6700
Portugal,2015,July,7124
Portugal,2015,August,7341
Portugal,2015,September,8069
Portugal,2015,October,7381
Portugal,2015,November,7154
Portugal,2014,January,6759
Portugal,2014,February,5992
Portugal,2014,March,6501
Portugal,2014,April,6269
Portugal,2014,May,6889
Portugal,2014,June,6398
Portugal,2014,July,7253
Portugal,2014,August,7274
Portugal,2014,September,7741
Portugal,2014,October,7298
Portugal,2014,November,6982
Portugal,2014,December,7011
Portugal,2013,January,7232
Portugal,2013,February,6080
Portugal,2013,March,6700
Portugal,2013,April,6529
Portugal,2013,May,7115
Portugal,2013,June,6596
Portugal,2013,July,6953
Portugal,2013,August,7258
Portugal,2013,September,7522
Portugal,2013,October,7344
Portugal,2013,November,6631
Portugal,2013,December,6827
Puerto Rico,2015,January,2828
Puerto Rico,2015,February,2415
Puerto Rico,2015,March,2661
Puerto Rico,2015,April,2449
Puerto Rico,2015,May,2483
Puerto Rico,2015,June,2306
Puerto Rico,2015,July,2431
Puerto Rico,2015,August,2454
Puerto Rico,2015,September,3000
Puerto Rico,2015,October,2775
Puerto Rico,2015,November,2640
Puerto Rico,2015,December,2787
Puerto Rico,2014,January,3204
Puerto Rico,2014,February,2686
Puerto Rico,2014,March,2772
Puerto Rico,2014,April,2687
Puerto Rico,2014,May,2718
Puerto Rico,2014,June,2530
Puerto Rico,2014,July,2885
Puerto Rico,2014,August,2921
Puerto Rico,2014,September,3105
Puerto Rico,2014,October,3059
Puerto Rico,2014,November,2794
Puerto Rico,2014,December,3142
Puerto Rico,2013,January,3132
Puerto Rico,2013,February,2773
Puerto Rico,2013,March,2795
Puerto Rico,2013,April,2881
Puerto Rico,2013,May,3033
Puerto Rico,2013,June,2768
Puerto Rico,2013,July,3049
Puerto Rico,2013,August,3088
Puerto Rico,2013,September,3381
Puerto Rico,2013,October,3401
Puerto Rico,2013,November,3061
Puerto Rico,2013,December,3218
Qatar,2013,January,2083
Qatar,2013,February,1689
Qatar,2013,March,1831
Qatar,2013,April,1743
Qatar,2013,May,2014
Qatar,2013,June,1908
Qatar,2013,July,2098
Qatar,2013,August,2013
Qatar,2013,September,1974
Qatar,2013,October,2162
Qatar,2013,November,2012
Qatar,2013,December,2181
Republic of Korea,2014,January,41229
Republic of Korea,2014,February,36754
Republic of Korea,2014,March,38021
Republic of Korea,2014,April,37183
Republic of Korea,2014,May,35749
Republic of Korea,2014,June,34171
Republic of Korea,2014,July,36390
Republic of Korea,2014,August,36539
Republic of Korea,2014,September,37879
Republic of Korea,2014,October,36450
Republic of Korea,2014,November,32379
Republic of Korea,2014,December,32691
Republic of Korea,2013,January,44247
Republic of Korea,2013,February,36645
Republic of Korea,2013,March,38540
Republic of Korea,2013,April,36738
Republic of Korea,2013,May,35626
Republic of Korea,2013,June,33154
Republic of Korea,2013,July,36188
Republic of Korea,2013,August,36400
Republic of Korea,2013,September,37063
Republic of Korea,2013,October,36055
Republic of Korea,2013,November,33827
Republic of Korea,2013,December,31972
Republic of Moldova,2015,January,3342
Republic of Moldova,2015,February,2890
Republic of Moldova,2015,March,2974
Republic of Moldova,2015,April,3091
Republic of Moldova,2015,May,3003
Republic of Moldova,2015,June,3267
Republic of Moldova,2015,July,3690
Republic of Moldova,2015,August,3033
Republic of Moldova,2015,September,3636
Republic of Moldova,2015,October,3736
Republic of Moldova,2015,November,2938
Republic of Moldova,2015,December,3012
Republic of Moldova,2014,January,3193
Republic of Moldova,2014,February,2951
Republic of Moldova,2014,March,2843
Republic of Moldova,2014,April,2789
Republic of Moldova,2014,May,3278
Republic of Moldova,2014,June,3196
Republic of Moldova,2014,July,3811
Republic of Moldova,2014,August,3425
Republic of Moldova,2014,September,3584
Republic of Moldova,2014,October,3844
Republic of Moldova,2014,November,2854
Republic of Moldova,2014,December,2848
Republic of Moldova,2013,January,3372
Republic of Moldova,2013,February,2806
Republic of Moldova,2013,March,2798
Republic of Moldova,2013,April,2769
Republic of Moldova,2013,May,2989
Republic of Moldova,2013,June,3050
Republic of Moldova,2013,July,3426
Republic of Moldova,2013,August,3428
Republic of Moldova,2013,September,3329
Republic of Moldova,2013,October,3924
Republic of Moldova,2013,November,3151
Republic of Moldova,2013,December,2829
Romania,2015,January,16520
Romania,2015,February,13970
Romania,2015,March,15036
Romania,2015,April,14989
Romania,2015,May,14737
Romania,2015,June,16442
Romania,2015,July,20108
Romania,2015,August,20280
Romania,2015,September,19293
Romania,2015,October,17254
Romania,2015,November,14292
